año,id_vu,razon_social,rut_razon_social,nombre_establecimiento,ciiu4,ciiu4_id,ciiu6,ciiu6_id,rubro,rubro_id,region,provincia,comuna,codigo_unico_territorial,latitud,longitud,ducto,ducto_nombre,contaminante,contaminante_id,emision_total,norma,tabla,origen
2024,4473,ASERRADEROS ARAUCO S A,96565750-9,PLANTA VIÑALES,Aserrado y acepilladura de madera,C16100,Aserrado y acepilladura de madera,C161000,Industria de la madera y silvicultura,2,Maule,Talca,Constitución,7102,-35.370717546988,-72.410941556495,966,DESCARGA 1 ESTERO QUEBRADA HONDA,Mercurio,23,0.000014465088,DS 90,Tabla 1,SMA
2024,4473,ASERRADEROS ARAUCO S A,96565750-9,PLANTA VIÑALES,Aserrado y acepilladura de madera,C16100,Aserrado y acepilladura de madera,C161000,Industria de la madera y silvicultura,2,Maule,Talca,Constitución,7102,-35.370717546988,-72.410941556495,966,DESCARGA 1 ESTERO QUEBRADA HONDA,Molibdeno,24,0.0004821696,DS 90,Tabla 1,SMA
2024,4473,ASERRADEROS ARAUCO S A,96565750-9,PLANTA VIÑALES,Aserrado y acepilladura de madera,C16100,Aserrado y acepilladura de madera,C161000,Industria de la madera y silvicultura,2,Maule,Talca,Constitución,7102,-35.370717546988,-72.410941556495,966,DESCARGA 1 ESTERO QUEBRADA HONDA,Níquel,25,0.00238599108,DS 90,Tabla 1,SMA
2024,4473,ASERRADEROS ARAUCO S A,96565750-9,PLANTA VIÑALES,Aserrado y acepilladura de madera,C16100,Aserrado y acepilladura de madera,C161000,Industria de la madera y silvicultura,2,Maule,Talca,Constitución,7102,-35.370717546988,-72.410941556495,966,DESCARGA 1 ESTERO QUEBRADA HONDA,Nitrógeno Total  Kjeldahl,27,0.089201376,DS 90,Tabla 1,SMA
2024,4473,ASERRADEROS ARAUCO S A,96565750-9,PLANTA VIÑALES,Aserrado y acepilladura de madera,C16100,Aserrado y acepilladura de madera,C161000,Industria de la madera y silvicultura,2,Maule,Talca,Constitución,7102,-35.370717546988,-72.410941556495,966,DESCARGA 1 ESTERO QUEBRADA HONDA,Pentaclorofenol,28,0.000028930176,DS 90,Tabla 1,SMA
2024,4473,ASERRADEROS ARAUCO S A,96565750-9,PLANTA VIÑALES,Aserrado y acepilladura de madera,C16100,Aserrado y acepilladura de madera,C161000,Industria de la madera y silvicultura,2,Maule,Talca,Constitución,7102,-35.370717546988,-72.410941556495,966,DESCARGA 1 ESTERO QUEBRADA HONDA,Plomo,30,0.00159066072,DS 90,Tabla 1,SMA
2024,4473,ASERRADEROS ARAUCO S A,96565750-9,PLANTA VIÑALES,Aserrado y acepilladura de madera,C16100,Aserrado y acepilladura de madera,C161000,Industria de la madera y silvicultura,2,Maule,Talca,Constitución,7102,-35.370717546988,-72.410941556495,966,DESCARGA 1 ESTERO QUEBRADA HONDA,Selenio,33,0.0004821696,DS 90,Tabla 1,SMA
2024,4473,ASERRADEROS ARAUCO S A,96565750-9,PLANTA VIÑALES,Aserrado y acepilladura de madera,C16100,Aserrado y acepilladura de madera,C161000,Industria de la madera y silvicultura,2,Maule,Talca,Constitución,7102,-35.370717546988,-72.410941556495,966,DESCARGA 1 ESTERO QUEBRADA HONDA,Sólidos Suspendidos Totales,35,0.84020596,DS 90,Tabla 1,SMA
2024,4473,ASERRADEROS ARAUCO S A,96565750-9,PLANTA VIÑALES,Aserrado y acepilladura de madera,C16100,Aserrado y acepilladura de madera,C161000,Industria de la madera y silvicultura,2,Maule,Talca,Constitución,7102,-35.370717546988,-72.410941556495,966,DESCARGA 1 ESTERO QUEBRADA HONDA,Sulfato,36,8.84675616,DS 90,Tabla 1,SMA
2024,4473,ASERRADEROS ARAUCO S A,96565750-9,PLANTA VIÑALES,Aserrado y acepilladura de madera,C16100,Aserrado y acepilladura de madera,C161000,Industria de la madera y silvicultura,2,Maule,Talca,Constitución,7102,-35.370717546988,-72.410941556495,966,DESCARGA 1 ESTERO QUEBRADA HONDA,Sulfuro,37,0.0014465088,DS 90,Tabla 1,SMA
2024,4473,ASERRADEROS ARAUCO S A,96565750-9,PLANTA VIÑALES,Aserrado y acepilladura de madera,C16100,Aserrado y acepilladura de madera,C161000,Industria de la madera y silvicultura,2,Maule,Talca,Constitución,7102,-35.370717546988,-72.410941556495,966,DESCARGA 1 ESTERO QUEBRADA HONDA,Tetracloroeteno,39,0.0000284480064,DS 90,Tabla 1,SMA
2024,4473,ASERRADEROS ARAUCO S A,96565750-9,PLANTA VIÑALES,Aserrado y acepilladura de madera,C16100,Aserrado y acepilladura de madera,C161000,Industria de la madera y silvicultura,2,Maule,Talca,Constitución,7102,-35.370717546988,-72.410941556495,966,DESCARGA 1 ESTERO QUEBRADA HONDA,Tolueno,40,0.000038573568,DS 90,Tabla 1,SMA
2024,4473,ASERRADEROS ARAUCO S A,96565750-9,PLANTA VIÑALES,Aserrado y acepilladura de madera,C16100,Aserrado y acepilladura de madera,C161000,Industria de la madera y silvicultura,2,Maule,Talca,Constitución,7102,-35.370717546988,-72.410941556495,966,DESCARGA 1 ESTERO QUEBRADA HONDA,Triclorometano,41,0.00073530864,DS 90,Tabla 1,SMA
2024,4473,ASERRADEROS ARAUCO S A,96565750-9,PLANTA VIÑALES,Aserrado y acepilladura de madera,C16100,Aserrado y acepilladura de madera,C161000,Industria de la madera y silvicultura,2,Maule,Talca,Constitución,7102,-35.370717546988,-72.410941556495,966,DESCARGA 1 ESTERO QUEBRADA HONDA,Xileno,42,0.00007232544,DS 90,Tabla 1,SMA
2024,4473,ASERRADEROS ARAUCO S A,96565750-9,PLANTA VIÑALES,Aserrado y acepilladura de madera,C16100,Aserrado y acepilladura de madera,C161000,Industria de la madera y silvicultura,2,Maule,Talca,Constitución,7102,-35.370717546988,-72.410941556495,966,DESCARGA 1 ESTERO QUEBRADA HONDA,Zinc,43,0.0642708176,DS 90,Tabla 1,SMA
2024,4523,ANTARFOOD S A,88274600-3,PLANTA PROCESO ANTARFOOD,Elaboración y conservación de salmónidos,C10202,Elaboración y conservación de salmónidos,C102020,Otras industrias manufactureras,10,Los Lagos,Chiloé,Chonchi,10203,-42.6323160825,-73.76137307328,14,ANTAR,Aceites y Grasas,1,2.879139076,DS 90,Tabla 5,SMA
2024,4523,ANTARFOOD S A,88274600-3,PLANTA PROCESO ANTARFOOD,Elaboración y conservación de salmónidos,C10202,Elaboración y conservación de salmónidos,C102020,Otras industrias manufactureras,10,Los Lagos,Chiloé,Chonchi,10203,-42.6323160825,-73.76137307328,14,ANTAR,Manganeso,22,0.07721732524,DS 90,Tabla 5,SMA
2024,4523,ANTARFOOD S A,88274600-3,PLANTA PROCESO ANTARFOOD,Elaboración y conservación de salmónidos,C10202,Elaboración y conservación de salmónidos,C102020,Otras industrias manufactureras,10,Los Lagos,Chiloé,Chonchi,10203,-42.6323160825,-73.76137307328,14,ANTAR,Sólidos Suspendidos Totales,35,60.45490528,DS 90,Tabla 5,SMA
2024,4523,ANTARFOOD S A,88274600-3,PLANTA PROCESO ANTARFOOD,Elaboración y conservación de salmónidos,C10202,Elaboración y conservación de salmónidos,C102020,Otras industrias manufactureras,10,Los Lagos,Chiloé,Chonchi,10203,-42.6323160825,-73.76137307328,14,ANTAR,Zinc,43,0.35699145306,DS 90,Tabla 5,SMA
2024,4605,LOS GLACIARES S A,99553930-6,LOS GLACIARES,Elaboración de aceites y grasas de origen vegetal y animal,C10400,Elaboración de aceites y grasas de origen vegetal y animal (excepto elaboración de mantequilla),C104000,Otras industrias manufactureras,10,Los Lagos,Llanquihue,Puerto Montt,10101,-41.5495718273,-73.051403556477,103,L.GLACIARES,Aceites y Grasas,1,0.7259076,DS 90,Tabla 5,SMA
2024,4605,LOS GLACIARES S A,99553930-6,LOS GLACIARES,Elaboración de aceites y grasas de origen vegetal y animal,C10400,Elaboración de aceites y grasas de origen vegetal y animal (excepto elaboración de mantequilla),C104000,Otras industrias manufactureras,10,Los Lagos,Llanquihue,Puerto Montt,10101,-41.5495718273,-73.051403556477,103,L.GLACIARES,Aluminio,2,0.00954151,DS 90,Tabla 5,SMA
2024,4605,LOS GLACIARES S A,99553930-6,LOS GLACIARES,Elaboración de aceites y grasas de origen vegetal y animal,C10400,Elaboración de aceites y grasas de origen vegetal y animal (excepto elaboración de mantequilla),C104000,Otras industrias manufactureras,10,Los Lagos,Llanquihue,Puerto Montt,10101,-41.5495718273,-73.051403556477,103,L.GLACIARES,Indice Fenol,21,0.00950752,DS 90,Tabla 5,SMA
2024,4605,LOS GLACIARES S A,99553930-6,LOS GLACIARES,Elaboración de aceites y grasas de origen vegetal y animal,C10400,Elaboración de aceites y grasas de origen vegetal y animal (excepto elaboración de mantequilla),C104000,Otras industrias manufactureras,10,Los Lagos,Llanquihue,Puerto Montt,10101,-41.5495718273,-73.051403556477,103,L.GLACIARES,Manganeso,22,0.007527454,DS 90,Tabla 5,SMA
2024,4605,LOS GLACIARES S A,99553930-6,LOS GLACIARES,Elaboración de aceites y grasas de origen vegetal y animal,C10400,Elaboración de aceites y grasas de origen vegetal y animal (excepto elaboración de mantequilla),C104000,Otras industrias manufactureras,10,Los Lagos,Llanquihue,Puerto Montt,10101,-41.5495718273,-73.051403556477,103,L.GLACIARES,Sólidos Suspendidos Totales,35,5.3969124,DS 90,Tabla 5,SMA
2024,4636,LAPOSTOLLE S A,96703690-0,FUNDO Y PLANTA CLOS APALTA,Elaboración de vinos,C11020,Elaboración de vinos,C110200,Otras industrias manufactureras,10,Libertador Gral. Bernardo O'Higgins,Colchagua,Santa Cruz,6310,-34.640237060748,-71.36602077397,792,PUNTO 1 QUEBRADA NATURAL AFL. RIO TINGUIRIRICA,Aceites y Grasas,1,0.002341339,DS 90,Tabla 1,SMA
2024,4636,LAPOSTOLLE S A,96703690-0,FUNDO Y PLANTA CLOS APALTA,Elaboración de vinos,C11020,Elaboración de vinos,C110200,Otras industrias manufactureras,10,Libertador Gral. Bernardo O'Higgins,Colchagua,Santa Cruz,6310,-34.640237060748,-71.36602077397,792,PUNTO 1 QUEBRADA NATURAL AFL. RIO TINGUIRIRICA,Fósforo,16,0.0021343652,DS 90,Tabla 1,SMA
2024,4636,LAPOSTOLLE S A,96703690-0,FUNDO Y PLANTA CLOS APALTA,Elaboración de vinos,C11020,Elaboración de vinos,C110200,Otras industrias manufactureras,10,Libertador Gral. Bernardo O'Higgins,Colchagua,Santa Cruz,6310,-34.640237060748,-71.36602077397,792,PUNTO 1 QUEBRADA NATURAL AFL. RIO TINGUIRIRICA,Manganeso,22,0.0000542773,DS 90,Tabla 1,SMA
2024,4636,LAPOSTOLLE S A,96703690-0,FUNDO Y PLANTA CLOS APALTA,Elaboración de vinos,C11020,Elaboración de vinos,C110200,Otras industrias manufactureras,10,Libertador Gral. Bernardo O'Higgins,Colchagua,Santa Cruz,6310,-34.640237060748,-71.36602077397,792,PUNTO 1 QUEBRADA NATURAL AFL. RIO TINGUIRIRICA,Nitrógeno Total  Kjeldahl,27,0.0021804574,DS 90,Tabla 1,SMA
2024,4636,LAPOSTOLLE S A,96703690-0,FUNDO Y PLANTA CLOS APALTA,Elaboración de vinos,C11020,Elaboración de vinos,C110200,Otras industrias manufactureras,10,Libertador Gral. Bernardo O'Higgins,Colchagua,Santa Cruz,6310,-34.640237060748,-71.36602077397,792,PUNTO 1 QUEBRADA NATURAL AFL. RIO TINGUIRIRICA,Sólidos Suspendidos Totales,35,0.02579676,DS 90,Tabla 1,SMA
2024,4636,LAPOSTOLLE S A,96703690-0,FUNDO Y PLANTA CLOS APALTA,Elaboración de vinos,C11020,Elaboración de vinos,C110200,Otras industrias manufactureras,10,Libertador Gral. Bernardo O'Higgins,Colchagua,Santa Cruz,6310,-34.640237060748,-71.36602077397,792,PUNTO 1 QUEBRADA NATURAL AFL. RIO TINGUIRIRICA,Sulfuro,37,0.000112222,DS 90,Tabla 1,SMA
2024,4743,VINA CONCHA Y TORO S A,90227000-0,BODEGA CACHAPOAL,Elaboración de vinos,C11020,Elaboración de vinos,C110200,Otras industrias manufactureras,10,Libertador Gral. Bernardo O'Higgins,Cachapoal,Peumo,6112,-34.363633964567,-71.196383729837,366,PUNTO 1 CANAL DE RIEGO CABRINO,Aceites y Grasas,1,0.062667,DS 90,Tabla 1,SMA
2024,4743,VINA CONCHA Y TORO S A,90227000-0,BODEGA CACHAPOAL,Elaboración de vinos,C11020,Elaboración de vinos,C110200,Otras industrias manufactureras,10,Libertador Gral. Bernardo O'Higgins,Cachapoal,Peumo,6112,-34.363633964567,-71.196383729837,366,PUNTO 1 CANAL DE RIEGO CABRINO,Aluminio,2,0.0002112,DS 90,Tabla 1,SMA
2024,4743,VINA CONCHA Y TORO S A,90227000-0,BODEGA CACHAPOAL,Elaboración de vinos,C11020,Elaboración de vinos,C110200,Otras industrias manufactureras,10,Libertador Gral. Bernardo O'Higgins,Cachapoal,Peumo,6112,-34.363633964567,-71.196383729837,366,PUNTO 1 CANAL DE RIEGO CABRINO,Arsénico,3,0.00012672,DS 90,Tabla 1,SMA
2024,4743,VINA CONCHA Y TORO S A,90227000-0,BODEGA CACHAPOAL,Elaboración de vinos,C11020,Elaboración de vinos,C110200,Otras industrias manufactureras,10,Libertador Gral. Bernardo O'Higgins,Cachapoal,Peumo,6112,-34.363633964567,-71.196383729837,366,PUNTO 1 CANAL DE RIEGO CABRINO,Boro,4,0.00238986,DS 90,Tabla 1,SMA
2024,4743,VINA CONCHA Y TORO S A,90227000-0,BODEGA CACHAPOAL,Elaboración de vinos,C11020,Elaboración de vinos,C110200,Otras industrias manufactureras,10,Libertador Gral. Bernardo O'Higgins,Cachapoal,Peumo,6112,-34.363633964567,-71.196383729837,366,PUNTO 1 CANAL DE RIEGO CABRINO,Cadmio,5,0.00004224,DS 90,Tabla 1,SMA
2024,4743,VINA CONCHA Y TORO S A,90227000-0,BODEGA CACHAPOAL,Elaboración de vinos,C11020,Elaboración de vinos,C110200,Otras industrias manufactureras,10,Libertador Gral. Bernardo O'Higgins,Cachapoal,Peumo,6112,-34.363633964567,-71.196383729837,366,PUNTO 1 CANAL DE RIEGO CABRINO,Cianuro,6,0.00025344,DS 90,Tabla 1,SMA
2024,4743,VINA CONCHA Y TORO S A,90227000-0,BODEGA CACHAPOAL,Elaboración de vinos,C11020,Elaboración de vinos,C110200,Otras industrias manufactureras,10,Libertador Gral. Bernardo O'Higgins,Cachapoal,Peumo,6112,-34.363633964567,-71.196383729837,366,PUNTO 1 CANAL DE RIEGO CABRINO,Cloruros,7,1.315776,DS 90,Tabla 1,SMA
2024,4743,VINA CONCHA Y TORO S A,90227000-0,BODEGA CACHAPOAL,Elaboración de vinos,C11020,Elaboración de vinos,C110200,Otras industrias manufactureras,10,Libertador Gral. Bernardo O'Higgins,Cachapoal,Peumo,6112,-34.363633964567,-71.196383729837,366,PUNTO 1 CANAL DE RIEGO CABRINO,Cobre,8,0.0008448,DS 90,Tabla 1,SMA
2024,4743,VINA CONCHA Y TORO S A,90227000-0,BODEGA CACHAPOAL,Elaboración de vinos,C11020,Elaboración de vinos,C110200,Otras industrias manufactureras,10,Libertador Gral. Bernardo O'Higgins,Cachapoal,Peumo,6112,-34.363633964567,-71.196383729837,366,PUNTO 1 CANAL DE RIEGO CABRINO,Cromo Hexavalente,11,0.00008448,DS 90,Tabla 1,SMA
2024,4743,VINA CONCHA Y TORO S A,90227000-0,BODEGA CACHAPOAL,Elaboración de vinos,C11020,Elaboración de vinos,C110200,Otras industrias manufactureras,10,Libertador Gral. Bernardo O'Higgins,Cachapoal,Peumo,6112,-34.363633964567,-71.196383729837,366,PUNTO 1 CANAL DE RIEGO CABRINO,Fluoruro,15,0.0120384,DS 90,Tabla 1,SMA
2024,4743,VINA CONCHA Y TORO S A,90227000-0,BODEGA CACHAPOAL,Elaboración de vinos,C11020,Elaboración de vinos,C110200,Otras industrias manufactureras,10,Libertador Gral. Bernardo O'Higgins,Cachapoal,Peumo,6112,-34.363633964567,-71.196383729837,366,PUNTO 1 CANAL DE RIEGO CABRINO,Fósforo,16,0.07296058,DS 90,Tabla 1,SMA
2024,4743,VINA CONCHA Y TORO S A,90227000-0,BODEGA CACHAPOAL,Elaboración de vinos,C11020,Elaboración de vinos,C110200,Otras industrias manufactureras,10,Libertador Gral. Bernardo O'Higgins,Cachapoal,Peumo,6112,-34.363633964567,-71.196383729837,366,PUNTO 1 CANAL DE RIEGO CABRINO,Hidrocarburos Fijos,17,0.035904,DS 90,Tabla 1,SMA
2024,4743,VINA CONCHA Y TORO S A,90227000-0,BODEGA CACHAPOAL,Elaboración de vinos,C11020,Elaboración de vinos,C110200,Otras industrias manufactureras,10,Libertador Gral. Bernardo O'Higgins,Cachapoal,Peumo,6112,-34.363633964567,-71.196383729837,366,PUNTO 1 CANAL DE RIEGO CABRINO,Hierro Disuelto,20,0.0048576,DS 90,Tabla 1,SMA
2024,4743,VINA CONCHA Y TORO S A,90227000-0,BODEGA CACHAPOAL,Elaboración de vinos,C11020,Elaboración de vinos,C110200,Otras industrias manufactureras,10,Libertador Gral. Bernardo O'Higgins,Cachapoal,Peumo,6112,-34.363633964567,-71.196383729837,366,PUNTO 1 CANAL DE RIEGO CABRINO,Indice Fenol,21,0.000004224,DS 90,Tabla 1,SMA
2024,4743,VINA CONCHA Y TORO S A,90227000-0,BODEGA CACHAPOAL,Elaboración de vinos,C11020,Elaboración de vinos,C110200,Otras industrias manufactureras,10,Libertador Gral. Bernardo O'Higgins,Cachapoal,Peumo,6112,-34.363633964567,-71.196383729837,366,PUNTO 1 CANAL DE RIEGO CABRINO,Manganeso,22,0.00141482,DS 90,Tabla 1,SMA
2024,4743,VINA CONCHA Y TORO S A,90227000-0,BODEGA CACHAPOAL,Elaboración de vinos,C11020,Elaboración de vinos,C110200,Otras industrias manufactureras,10,Libertador Gral. Bernardo O'Higgins,Cachapoal,Peumo,6112,-34.363633964567,-71.196383729837,366,PUNTO 1 CANAL DE RIEGO CABRINO,Mercurio,23,0.000004224,DS 90,Tabla 1,SMA
2024,4743,VINA CONCHA Y TORO S A,90227000-0,BODEGA CACHAPOAL,Elaboración de vinos,C11020,Elaboración de vinos,C110200,Otras industrias manufactureras,10,Libertador Gral. Bernardo O'Higgins,Cachapoal,Peumo,6112,-34.363633964567,-71.196383729837,366,PUNTO 1 CANAL DE RIEGO CABRINO,Molibdeno,24,0.00019008,DS 90,Tabla 1,SMA
2024,4743,VINA CONCHA Y TORO S A,90227000-0,BODEGA CACHAPOAL,Elaboración de vinos,C11020,Elaboración de vinos,C110200,Otras industrias manufactureras,10,Libertador Gral. Bernardo O'Higgins,Cachapoal,Peumo,6112,-34.363633964567,-71.196383729837,366,PUNTO 1 CANAL DE RIEGO CABRINO,Níquel,25,0.00004224,DS 90,Tabla 1,SMA
2024,4743,VINA CONCHA Y TORO S A,90227000-0,BODEGA CACHAPOAL,Elaboración de vinos,C11020,Elaboración de vinos,C110200,Otras industrias manufactureras,10,Libertador Gral. Bernardo O'Higgins,Cachapoal,Peumo,6112,-34.363633964567,-71.196383729837,366,PUNTO 1 CANAL DE RIEGO CABRINO,Nitrógeno Total  Kjeldahl,27,0.0357115,DS 90,Tabla 1,SMA
2024,4743,VINA CONCHA Y TORO S A,90227000-0,BODEGA CACHAPOAL,Elaboración de vinos,C11020,Elaboración de vinos,C110200,Otras industrias manufactureras,10,Libertador Gral. Bernardo O'Higgins,Cachapoal,Peumo,6112,-34.363633964567,-71.196383729837,366,PUNTO 1 CANAL DE RIEGO CABRINO,Pentaclorofenol,28,0.00002112,DS 90,Tabla 1,SMA
2024,4743,VINA CONCHA Y TORO S A,90227000-0,BODEGA CACHAPOAL,Elaboración de vinos,C11020,Elaboración de vinos,C110200,Otras industrias manufactureras,10,Libertador Gral. Bernardo O'Higgins,Cachapoal,Peumo,6112,-34.363633964567,-71.196383729837,366,PUNTO 1 CANAL DE RIEGO CABRINO,Plomo,30,0.00008448,DS 90,Tabla 1,SMA
2024,4743,VINA CONCHA Y TORO S A,90227000-0,BODEGA CACHAPOAL,Elaboración de vinos,C11020,Elaboración de vinos,C110200,Otras industrias manufactureras,10,Libertador Gral. Bernardo O'Higgins,Cachapoal,Peumo,6112,-34.363633964567,-71.196383729837,366,PUNTO 1 CANAL DE RIEGO CABRINO,Selenio,33,0.00008448,DS 90,Tabla 1,SMA
2024,4743,VINA CONCHA Y TORO S A,90227000-0,BODEGA CACHAPOAL,Elaboración de vinos,C11020,Elaboración de vinos,C110200,Otras industrias manufactureras,10,Libertador Gral. Bernardo O'Higgins,Cachapoal,Peumo,6112,-34.363633964567,-71.196383729837,366,PUNTO 1 CANAL DE RIEGO CABRINO,Sólidos Suspendidos Totales,35,0.7163332,DS 90,Tabla 1,SMA
2024,4743,VINA CONCHA Y TORO S A,90227000-0,BODEGA CACHAPOAL,Elaboración de vinos,C11020,Elaboración de vinos,C110200,Otras industrias manufactureras,10,Libertador Gral. Bernardo O'Higgins,Cachapoal,Peumo,6112,-34.363633964567,-71.196383729837,366,PUNTO 1 CANAL DE RIEGO CABRINO,Sulfato,36,5.89248,DS 90,Tabla 1,SMA
2024,4743,VINA CONCHA Y TORO S A,90227000-0,BODEGA CACHAPOAL,Elaboración de vinos,C11020,Elaboración de vinos,C110200,Otras industrias manufactureras,10,Libertador Gral. Bernardo O'Higgins,Cachapoal,Peumo,6112,-34.363633964567,-71.196383729837,366,PUNTO 1 CANAL DE RIEGO CABRINO,Sulfuro,37,0.001056,DS 90,Tabla 1,SMA
2024,4743,VINA CONCHA Y TORO S A,90227000-0,BODEGA CACHAPOAL,Elaboración de vinos,C11020,Elaboración de vinos,C110200,Otras industrias manufactureras,10,Libertador Gral. Bernardo O'Higgins,Cachapoal,Peumo,6112,-34.363633964567,-71.196383729837,366,PUNTO 1 CANAL DE RIEGO CABRINO,Tetracloroeteno,39,0.00006336,DS 90,Tabla 1,SMA
2024,4743,VINA CONCHA Y TORO S A,90227000-0,BODEGA CACHAPOAL,Elaboración de vinos,C11020,Elaboración de vinos,C110200,Otras industrias manufactureras,10,Libertador Gral. Bernardo O'Higgins,Cachapoal,Peumo,6112,-34.363633964567,-71.196383729837,366,PUNTO 1 CANAL DE RIEGO CABRINO,Tolueno,40,0.000082368,DS 90,Tabla 1,SMA
2024,4743,VINA CONCHA Y TORO S A,90227000-0,BODEGA CACHAPOAL,Elaboración de vinos,C11020,Elaboración de vinos,C110200,Otras industrias manufactureras,10,Libertador Gral. Bernardo O'Higgins,Cachapoal,Peumo,6112,-34.363633964567,-71.196383729837,366,PUNTO 1 CANAL DE RIEGO CABRINO,Triclorometano,41,0.00004224,DS 90,Tabla 1,SMA
2024,4743,VINA CONCHA Y TORO S A,90227000-0,BODEGA CACHAPOAL,Elaboración de vinos,C11020,Elaboración de vinos,C110200,Otras industrias manufactureras,10,Libertador Gral. Bernardo O'Higgins,Cachapoal,Peumo,6112,-34.363633964567,-71.196383729837,366,PUNTO 1 CANAL DE RIEGO CABRINO,Xileno,42,0.000048576,DS 90,Tabla 1,SMA
2024,4743,VINA CONCHA Y TORO S A,90227000-0,BODEGA CACHAPOAL,Elaboración de vinos,C11020,Elaboración de vinos,C110200,Otras industrias manufactureras,10,Libertador Gral. Bernardo O'Higgins,Cachapoal,Peumo,6112,-34.363633964567,-71.196383729837,366,PUNTO 1 CANAL DE RIEGO CABRINO,Zinc,43,0.00016896,DS 90,Tabla 1,SMA
2024,4745,VINA CONCHA Y TORO S A,90227000-0,BODEGA SAN JAVIER,Elaboración de vinos,C11020,Elaboración de vinos,C110200,Otras industrias manufactureras,10,Maule,Linares,San Javier,7406,-35.612890631698,-71.732918065771,706,PUNTO 1 CANAL EL OLIVAR ,Fósforo,16,0.1141569,DS 90,Tabla 1,SMA
2024,4745,VINA CONCHA Y TORO S A,90227000-0,BODEGA SAN JAVIER,Elaboración de vinos,C11020,Elaboración de vinos,C110200,Otras industrias manufactureras,10,Maule,Linares,San Javier,7406,-35.612890631698,-71.732918065771,706,PUNTO 1 CANAL EL OLIVAR ,Nitrógeno Total  Kjeldahl,27,0.0441023,DS 90,Tabla 1,SMA
2024,4745,VINA CONCHA Y TORO S A,90227000-0,BODEGA SAN JAVIER,Elaboración de vinos,C11020,Elaboración de vinos,C110200,Otras industrias manufactureras,10,Maule,Linares,San Javier,7406,-35.612890631698,-71.732918065771,706,PUNTO 1 CANAL EL OLIVAR ,Sólidos Suspendidos Totales,35,0.1957736,DS 90,Tabla 1,SMA
2024,4795,SOC AGRICOLA REQUINGUA LTDA,80890600-7,SOCIEDAD AGRICOLA REQUINGUA LIMITADA,Elaboración de vinos,C11020,Elaboración de vinos,C110200,Otras industrias manufactureras,10,Maule,Curicó,Sagrada Familia,7307,-35.028712512337,-71.344135342284,1045,PUNTO 1 ESTERO PATAGUAL,Aceites y Grasas,1,0.05643,DS 90,Tabla 1,SMA
2024,4795,SOC AGRICOLA REQUINGUA LTDA,80890600-7,SOCIEDAD AGRICOLA REQUINGUA LIMITADA,Elaboración de vinos,C11020,Elaboración de vinos,C110200,Otras industrias manufactureras,10,Maule,Curicó,Sagrada Familia,7307,-35.028712512337,-71.344135342284,1045,PUNTO 1 ESTERO PATAGUAL,Aluminio,2,0.01547128,DS 90,Tabla 1,SMA
2024,4795,SOC AGRICOLA REQUINGUA LTDA,80890600-7,SOCIEDAD AGRICOLA REQUINGUA LIMITADA,Elaboración de vinos,C11020,Elaboración de vinos,C110200,Otras industrias manufactureras,10,Maule,Curicó,Sagrada Familia,7307,-35.028712512337,-71.344135342284,1045,PUNTO 1 ESTERO PATAGUAL,Arsénico,3,0.00006204,DS 90,Tabla 1,SMA
2024,4795,SOC AGRICOLA REQUINGUA LTDA,80890600-7,SOCIEDAD AGRICOLA REQUINGUA LIMITADA,Elaboración de vinos,C11020,Elaboración de vinos,C110200,Otras industrias manufactureras,10,Maule,Curicó,Sagrada Familia,7307,-35.028712512337,-71.344135342284,1045,PUNTO 1 ESTERO PATAGUAL,Boro,4,0.00552156,DS 90,Tabla 1,SMA
2024,4795,SOC AGRICOLA REQUINGUA LTDA,80890600-7,SOCIEDAD AGRICOLA REQUINGUA LIMITADA,Elaboración de vinos,C11020,Elaboración de vinos,C110200,Otras industrias manufactureras,10,Maule,Curicó,Sagrada Familia,7307,-35.028712512337,-71.344135342284,1045,PUNTO 1 ESTERO PATAGUAL,Cadmio,5,0.00012408,DS 90,Tabla 1,SMA
2024,4795,SOC AGRICOLA REQUINGUA LTDA,80890600-7,SOCIEDAD AGRICOLA REQUINGUA LIMITADA,Elaboración de vinos,C11020,Elaboración de vinos,C110200,Otras industrias manufactureras,10,Maule,Curicó,Sagrada Familia,7307,-35.028712512337,-71.344135342284,1045,PUNTO 1 ESTERO PATAGUAL,Cianuro,6,0.0012408,DS 90,Tabla 1,SMA
2024,4795,SOC AGRICOLA REQUINGUA LTDA,80890600-7,SOCIEDAD AGRICOLA REQUINGUA LIMITADA,Elaboración de vinos,C11020,Elaboración de vinos,C110200,Otras industrias manufactureras,10,Maule,Curicó,Sagrada Familia,7307,-35.028712512337,-71.344135342284,1045,PUNTO 1 ESTERO PATAGUAL,Cloruros,7,1.371084,DS 90,Tabla 1,SMA
2024,4795,SOC AGRICOLA REQUINGUA LTDA,80890600-7,SOCIEDAD AGRICOLA REQUINGUA LIMITADA,Elaboración de vinos,C11020,Elaboración de vinos,C110200,Otras industrias manufactureras,10,Maule,Curicó,Sagrada Familia,7307,-35.028712512337,-71.344135342284,1045,PUNTO 1 ESTERO PATAGUAL,Cobre,8,0.01042272,DS 90,Tabla 1,SMA
