año;razon_social;rut_razon_social;nombre_establecimiento;id_vu;ciiu4;id_ciiu4;ciiu6;id_ciiu6;rubro_vu;id_rubro_vu;region;provincia;comuna;id_comuna;latitud;longitud;cantidad_toneladas;contaminantes;id_contaminantes ;ducto;norma
2019;CONDOMINIO BARRIO PRIVADO SILOS DE TOROBAYO;65216910-4;CONDOMINIO SILOS DE TOROBAYO;2525951;Actividades inmobiliarias realizadas con bienes propios o arrendados;L6810;Compra, venta y alquiler (excepto amoblados) de inmuebles;L681011;Otras actividades;20;Los Ríos;Valdivia;Valdivia;10501;-39,85120529;-73,19357139;0,006581718;Aluminio;5;669;DS90/2000 del MINSEGPRES
2019;CONDOMINIO BARRIO PRIVADO SILOS DE TOROBAYO;65216910-4;CONDOMINIO SILOS DE TOROBAYO;2525951;Actividades inmobiliarias realizadas con bienes propios o arrendados;L6810;Compra, venta y alquiler (excepto amoblados) de inmuebles;L681011;Otras actividades;20;Los Ríos;Valdivia;Valdivia;10501;-39,85120529;-73,19357139;0,048354488;Fósforo Total;53;669;DS90/2000 del MINSEGPRES
2019;CONDOMINIO BARRIO PRIVADO SILOS DE TOROBAYO;65216910-4;CONDOMINIO SILOS DE TOROBAYO;2525951;Actividades inmobiliarias realizadas con bienes propios o arrendados;L6810;Compra, venta y alquiler (excepto amoblados) de inmuebles;L681011;Otras actividades;20;Los Ríos;Valdivia;Valdivia;10501;-39,85120529;-73,19357139;0,005272069;Hierro / hierro disuelto;64;669;DS90/2000 del MINSEGPRES
2019;CONDOMINIO BARRIO PRIVADO SILOS DE TOROBAYO;65216910-4;CONDOMINIO SILOS DE TOROBAYO;2525951;Actividades inmobiliarias realizadas con bienes propios o arrendados;L6810;Compra, venta y alquiler (excepto amoblados) de inmuebles;L681011;Otras industrias manufactureras;20;Los Ríos;Valdivia;Valdivia;10501;-39,85120529;-73,19357139;0,00611534;Nitrógeno Total Kjeldahl;78;669;DS90/2000 del MINSEGPRES
2019;CONDOMINIO BARRIO PRIVADO SILOS DE TOROBAYO;65216910-4;CONDOMINIO SILOS DE TOROBAYO;2525951;Actividades inmobiliarias realizadas con bienes propios o arrendados;L6810;Compra, venta y alquiler (excepto amoblados) de inmuebles;L681011;Otras industrias manufactureras;20;Los Ríos;Valdivia;Valdivia;10501;-39,85120529;-73,19357139;0,50775725;Sólidos suspendidos totales;101;669;DS90/2000 del MINSEGPRES
2019;CONGELADOS Y CONSERVAS FITZ ROY S A;96949830-8;FITZ ROY;5441823;Elaboración y conservación de pescado, crustáceos y moluscos;C1020;Elaboración y conservación de salmónidos;C102010;Otras industrias manufactureras;10;Los Lagos;Llanquihue;Calbuco;10102;-41,77969637;-73,13367147;0,378950412;Aceites y grasas;2;98;DS90/2000 del MINSEGPRES
2019;CONGELADOS Y CONSERVAS FITZ ROY S A;96949830-8;FITZ ROY;5441823;Elaboración y conservación de pescado, crustáceos y moluscos;C1020;Elaboración y conservación de salmónidos;C102010;Otras industrias manufactureras;10;Los Lagos;Llanquihue;Calbuco;10102;-41,77969637;-73,13367147;0,022425805;Aluminio;5;98;DS90/2000 del MINSEGPRES
2019;CONGELADOS Y CONSERVAS FITZ ROY S A;96949830-8;FITZ ROY;5441823;Elaboración y conservación de pescado, crustáceos y moluscos;C1020;Elaboración y conservación de salmónidos;C102010;Otras industrias manufactureras;10;Los Lagos;Llanquihue;Calbuco;10102;-41,77969637;-73,13367147;0,0000122;Arsénico;6;98;DS90/2000 del MINSEGPRES
2019;CONGELADOS Y CONSERVAS FITZ ROY S A;96949830-8;FITZ ROY;5441823;Elaboración y conservación de pescado, crustáceos y moluscos;C1020;Elaboración y conservación de salmónidos;C102010;Otras industrias manufactureras;10;Los Lagos;Llanquihue;Calbuco;10102;-41,77969637;-73,13367147;0,00012188;Cadmio;14;98;DS90/2000 del MINSEGPRES
2019;CONGELADOS Y CONSERVAS FITZ ROY S A;96949830-8;FITZ ROY;5441823;Elaboración y conservación de pescado, crustáceos y moluscos;C1020;Elaboración y conservación de salmónidos;C102010;Otras industrias manufactureras;10;Los Lagos;Llanquihue;Calbuco;10102;-41,77969637;-73,13367147;0,00024376;Cianuro;18;98;DS90/2000 del MINSEGPRES
2019;CONGELADOS Y CONSERVAS FITZ ROY S A;96949830-8;FITZ ROY;5441823;Elaboración y conservación de pescado, crustáceos y moluscos;C1020;Elaboración y conservación de salmónidos;C102010;Otras industrias manufactureras;10;Los Lagos;Llanquihue;Calbuco;10102;-41,77969637;-73,13367147;0,00134068;Cobre;24;98;DS90/2000 del MINSEGPRES
2019;CONGELADOS Y CONSERVAS FITZ ROY S A;96949830-8;FITZ ROY;5441823;Elaboración y conservación de pescado, crustáceos y moluscos;C1020;Elaboración y conservación de salmónidos;C102010;Otras industrias manufactureras;10;Los Lagos;Llanquihue;Calbuco;10102;-41,77969637;-73,13367147;0,00036564;Cromo hexavalente;36;98;DS90/2000 del MINSEGPRES
2019;CONGELADOS Y CONSERVAS FITZ ROY S A;96949830-8;FITZ ROY;5441823;Elaboración y conservación de pescado, crustáceos y moluscos;C1020;Elaboración y conservación de salmónidos;C102010;Otras industrias manufactureras;10;Los Lagos;Llanquihue;Calbuco;10102;-41,77969637;-73,13367147;0,0048752;Fluoruros;52;98;DS90/2000 del MINSEGPRES
2019;CONGELADOS Y CONSERVAS FITZ ROY S A;96949830-8;FITZ ROY;5441823;Elaboración y conservación de pescado, crustáceos y moluscos;C1020;Elaboración y conservación de salmónidos;C102010;Otras industrias manufactureras;10;Los Lagos;Llanquihue;Calbuco;10102;-41,77969637;-73,13367147;0,0110814;Hierro / hierro disuelto;64;98;DS90/2000 del MINSEGPRES
2019;CONGELADOS Y CONSERVAS FITZ ROY S A;96949830-8;FITZ ROY;5441823;Elaboración y conservación de pescado, crustáceos y moluscos;C1020;Elaboración y conservación de salmónidos;C102010;Otras industrias manufactureras;10;Los Lagos;Llanquihue;Calbuco;10102;-41,77969637;-73,13367147;0,00012188;Índice de fenol;65;98;DS90/2000 del MINSEGPRES
2019;CONGELADOS Y CONSERVAS FITZ ROY S A;96949830-8;FITZ ROY;5441823;Elaboración y conservación de pescado, crustáceos y moluscos;C1020;Elaboración y conservación de salmónidos;C102010;Otras industrias manufactureras;10;Los Lagos;Llanquihue;Calbuco;10102;-41,77969637;-73,13367147;0,00341264;Manganeso;66;98;DS90/2000 del MINSEGPRES
2019;CONGELADOS Y CONSERVAS FITZ ROY S A;96949830-8;FITZ ROY;5441823;Elaboración y conservación de pescado, crustáceos y moluscos;C1020;Elaboración y conservación de salmónidos;C102010;Otras industrias manufactureras;10;Los Lagos;Llanquihue;Calbuco;10102;-41,77969637;-73,13367147;0,00000609;Mercurio;67;98;DS90/2000 del MINSEGPRES
2019;CONGELADOS Y CONSERVAS FITZ ROY S A;96949830-8;FITZ ROY;5441823;Elaboración y conservación de pescado, crustáceos y moluscos;C1020;Elaboración y conservación de salmónidos;C102010;Otras industrias manufactureras;10;Los Lagos;Llanquihue;Calbuco;10102;-41,77969637;-73,13367147;0,00024376;Molibdeno;72;98;DS90/2000 del MINSEGPRES
2019;CONGELADOS Y CONSERVAS FITZ ROY S A;96949830-8;FITZ ROY;5441823;Elaboración y conservación de pescado, crustáceos y moluscos;C1020;Elaboración y conservación de salmónidos;C102010;Otras industrias manufactureras;10;Los Lagos;Llanquihue;Calbuco;10102;-41,77969637;-73,13367147;0,0006094;Níquel;75;98;DS90/2000 del MINSEGPRES
2019;CONGELADOS Y CONSERVAS FITZ ROY S A;96949830-8;FITZ ROY;5441823;Elaboración y conservación de pescado, crustáceos y moluscos;C1020;Elaboración y conservación de salmónidos;C102010;Otras industrias manufactureras;10;Los Lagos;Llanquihue;Calbuco;10102;-41,77969637;-73,13367147;0,1255892;Nitrógeno Total Kjeldahl;78;98;DS90/2000 del MINSEGPRES
2019;CONGELADOS Y CONSERVAS FITZ ROY S A;96949830-8;FITZ ROY;5441823;Elaboración y conservación de pescado, crustáceos y moluscos;C1020;Elaboración y conservación de salmónidos;C102010;Otras industrias manufactureras;10;Los Lagos;Llanquihue;Calbuco;10102;-41,77969637;-73,13367147;0,0000878;Pentaclorofenol / PCP;81;98;DS90/2000 del MINSEGPRES
2019;CONGELADOS Y CONSERVAS FITZ ROY S A;96949830-8;FITZ ROY;5441823;Elaboración y conservación de pescado, crustáceos y moluscos;C1020;Elaboración y conservación de salmónidos;C102010;Otras industrias manufactureras;10;Los Lagos;Llanquihue;Calbuco;10102;-41,77969637;-73,13367147;0,00036564;Plomo;84;98;DS90/2000 del MINSEGPRES
2019;CONGELADOS Y CONSERVAS FITZ ROY S A;96949830-8;FITZ ROY;5441823;Elaboración y conservación de pescado, crustáceos y moluscos;C1020;Elaboración y conservación de salmónidos;C102010;Otras industrias manufactureras;10;Los Lagos;Llanquihue;Calbuco;10102;-41,77969637;-73,13367147;0,0000122;Selenio;99;98;DS90/2000 del MINSEGPRES
2019;CONGELADOS Y CONSERVAS FITZ ROY S A;96949830-8;FITZ ROY;5441823;Elaboración y conservación de pescado, crustáceos y moluscos;C1020;Elaboración y conservación de salmónidos;C102010;Otras industrias manufactureras;10;Los Lagos;Llanquihue;Calbuco;10102;-41,77969637;-73,13367147;5,305318535;Sólidos suspendidos totales;101;98;DS90/2000 del MINSEGPRES
2019;CONGELADOS Y CONSERVAS FITZ ROY S A;96949830-8;FITZ ROY;5441823;Elaboración y conservación de pescado, crustáceos y moluscos;C1020;Elaboración y conservación de salmónidos;C102010;Otras industrias manufactureras;10;Los Lagos;Llanquihue;Calbuco;10102;-41,77969637;-73,13367147;4,3512964;Sulfatos;106;98;DS90/2000 del MINSEGPRES
2019;CONGELADOS Y CONSERVAS FITZ ROY S A;96949830-8;FITZ ROY;5441823;Elaboración y conservación de pescado, crustáceos y moluscos;C1020;Elaboración y conservación de salmónidos;C102010;Otras industrias manufactureras;10;Los Lagos;Llanquihue;Calbuco;10102;-41,77969637;-73,13367147;0,0024376;Sulfuros;107;98;DS90/2000 del MINSEGPRES
2019;CONGELADOS Y CONSERVAS FITZ ROY S A;96949830-8;FITZ ROY;5441823;Elaboración y conservación de pescado, crustáceos y moluscos;C1020;Elaboración y conservación de salmónidos;C102010;Otras industrias manufactureras;10;Los Lagos;Llanquihue;Calbuco;10102;-41,77969637;-73,13367147;0,100709236;Sustancias Activas de Azul de Metileno;108;98;DS90/2000 del MINSEGPRES
2019;CONGELADOS Y CONSERVAS FITZ ROY S A;96949830-8;FITZ ROY;5441823;Elaboración y conservación de pescado, crustáceos y moluscos;C1020;Elaboración y conservación de salmónidos;C102010;Otras industrias manufactureras;10;Los Lagos;Llanquihue;Calbuco;10102;-41,77969637;-73,13367147;0,000451943;Tetracloroeteno;114;98;DS90/2000 del MINSEGPRES
2019;CONGELADOS Y CONSERVAS FITZ ROY S A;96949830-8;FITZ ROY;5441823;Elaboración y conservación de pescado, crustáceos y moluscos;C1020;Elaboración y conservación de salmónidos;C102010;;10;Los Lagos;Llanquihue;Calbuco;10102;-41,77969637;-73,13367147;0,001069812;Triclorometano;118;98;DS90/2000 del MINSEGPRES
2019;CONGELADOS Y CONSERVAS FITZ ROY S A;96949830-8;FITZ ROY;5441823;Elaboración y conservación de pescado, crustáceos y moluscos;C1020;Elaboración y conservación de salmónidos;C102010;;10;Los Lagos;Llanquihue;Calbuco;10102;-41,77969637;-73,13367147;0,0012188;Zinc;120;98;DS90/2000 del MINSEGPRES
2019;CONSERVAS Y CONGELADOS DE PUERTO MONTT S A;79797990-2;CONSERVAS Y CONGELADOS PUERTO MONTT;5441824;;;;;;;Los Lagos;Llanquihue;Puerto Montt;10101;-41,51572597;-73,0345641;0,292699118;Aceites y grasas;2;99;DS90/2000 del MINSEGPRES
2019;CONSERVAS Y CONGELADOS DE PUERTO MONTT S A;79797990-2;CONSERVAS Y CONGELADOS PUERTO MONTT;5441824;;;;;;;Los Lagos;Llanquihue;Puerto Montt;10101;-41,51572597;-73,0345641;0,015055658;Aluminio;5;99;DS90/2000 del MINSEGPRES
2019;CONSERVAS Y CONGELADOS DE PUERTO MONTT S A;79797990-2;CONSERVAS Y CONGELADOS PUERTO MONTT;5441824;;;;;;;Los Lagos;Llanquihue;Puerto Montt;10101;-41,51572597;-73,0345641;6,80817621;Sólidos suspendidos totales;101;99;DS90/2000 del MINSEGPRES
2019;CONSERVAS Y CONGELADOS DE PUERTO MONTT S A;79797990-2;CONSERVAS Y CONGELADOS PUERTO MONTT;5441824;;;;;Pesca y acuicultura;;Los Lagos;Llanquihue;Puerto Montt;10101;-41,51572597;-73,0345641;0,006820946;Sustancias Activas de Azul de Metileno;108;99;DS90/2000 del MINSEGPRES
2019;CONSERVAS Y CONGELADOS DE PUERTO MONTT S A;79797990-2;CONSERVAS Y CONGELADOS PUERTO MONTT;5441824;;;;;Pesca y acuicultura;;Los Lagos;Llanquihue;Puerto Montt;10101;-41,51572597;-73,0345641;0,004735682;Zinc;120;99;DS90/2000 del MINSEGPRES
2019;CONSERVAS Y CONGELADOS Y CIA LIMITADA;96703130-5;CONSERVAS Y CONGELADOS S.A.;829;Pesca marítima;A0311;Servicios relacionados con la pesca marítima;A031110;Pesca y acuicultura;3;Los Lagos;Llanquihue;Calbuco;10102;-41,76126913;-73,1431193;0,059439971;Aceites y grasas;2;891;DS90/2000 del MINSEGPRES
2019;CONSERVAS Y CONGELADOS Y CIA LIMITADA;96703130-5;CONSERVAS Y CONGELADOS S.A.;829;Pesca marítima;A0311;Servicios relacionados con la pesca marítima;A031110;Pesca y acuicultura;3;Los Lagos;Llanquihue;Calbuco;10102;-41,76126913;-73,1431193;0,003219216;Aluminio;5;891;DS90/2000 del MINSEGPRES
2019;CONSERVAS Y CONGELADOS Y CIA LIMITADA;96703130-5;CONSERVAS Y CONGELADOS S.A.;829;Pesca marítima;A0311;Servicios relacionados con la pesca marítima;A031110;Pesca y acuicultura;3;Los Lagos;Llanquihue;Calbuco;10102;-41,76126913;-73,1431193;0,000528193;Cobre;24;891;DS90/2000 del MINSEGPRES
2019;CONSERVAS Y CONGELADOS Y CIA LIMITADA;96703130-5;CONSERVAS Y CONGELADOS S.A.;829;Pesca marítima;A0311;Servicios relacionados con la pesca marítima;A031110;Pesca y acuicultura;3;Los Lagos;Llanquihue;Calbuco;10102;-41,76126913;-73,1431193;0,016278634;Fósforo Total;53;891;DS90/2000 del MINSEGPRES
2019;CONSERVAS Y CONGELADOS Y CIA LIMITADA;96703130-5;CONSERVAS Y CONGELADOS S.A.;829;Pesca marítima;A0311;Servicios relacionados con la pesca marítima;A031110;Pesca y acuicultura;3;Los Lagos;Llanquihue;Calbuco;10102;-41,76126913;-73,1431193;0,003371861;Hierro / hierro disuelto;64;891;DS90/2000 del MINSEGPRES
2019;CONSERVAS Y CONGELADOS Y CIA LIMITADA;96703130-5;CONSERVAS Y CONGELADOS S.A.;829;Pesca marítima;A0311;Servicios relacionados con la pesca marítima;A031110;Pesca y acuicultura;3;Los Lagos;Llanquihue;Calbuco;10102;-41,76126913;-73,1431193;0,000886567;Manganeso;66;891;DS90/2000 del MINSEGPRES
2019;CONSERVAS Y CONGELADOS Y CIA LIMITADA;96703130-5;CONSERVAS Y CONGELADOS S.A.;829;Pesca marítima;A0311;Servicios relacionados con la pesca marítima;A031110;Pesca y acuicultura;3;Los Lagos;Llanquihue;Calbuco;10102;-41,76126913;-73,1431193;0,35781487;Nitrógeno Total Kjeldahl;78;891;DS90/2000 del MINSEGPRES
2019;CONSERVAS Y CONGELADOS Y CIA LIMITADA;96703130-5;CONSERVAS Y CONGELADOS S.A.;829;Pesca marítima;A0311;Servicios relacionados con la pesca marítima;A031110;Pesca y acuicultura;3;Los Lagos;Llanquihue;Calbuco;10102;-41,76126913;-73,1431193;1,18041275;Sólidos suspendidos totales;101;891;DS90/2000 del MINSEGPRES
2019;CONSERVAS Y CONGELADOS Y CIA LIMITADA;96703130-5;CONSERVAS Y CONGELADOS S.A.;829;Pesca marítima;A0311;Servicios relacionados con la pesca marítima;A031110;Pesca y acuicultura;3;Los Lagos;Llanquihue;Calbuco;10102;-41,76126913;-73,1431193;4,46745024;Sulfatos;106;891;DS90/2000 del MINSEGPRES
2019;CONSERVAS Y CONGELADOS Y CIA LIMITADA;96703130-5;CONSERVAS Y CONGELADOS S.A.;829;Pesca marítima;A0311;Servicios relacionados con la pesca marítima;A031110;;3;Los Lagos;Llanquihue;Calbuco;10102;-41,76126913;-73,1431193;0,004430274;Sustancias Activas de Azul de Metileno;108;891;DS90/2000 del MINSEGPRES
2019;CONSERVAS Y CONGELADOS Y CIA LIMITADA;96703130-5;CONSERVAS Y CONGELADOS S.A.;829;Pesca marítima;A0311;Servicios relacionados con la pesca marítima;A031110;;3;Los Lagos;Llanquihue;Calbuco;10102;-41,76126913;-73,1431193;0,003551185;Zinc;120;891;DS90/2000 del MINSEGPRES
2019;CONSERVERA PENTZKE SA;92279000-0;CONSERVERA PENTZKE S.A.;160;;;;;;;Valparaíso;San Felipe de Aconcagua;San Felipe;5701;-32,75393562;-70,73080278;8,069320303;Aceites y grasas;2;343;DS90/2000 del MINSEGPRES
2019;CONSERVERA PENTZKE SA;92279000-0;CONSERVERA PENTZKE S.A.;160;;;;;;;Valparaíso;San Felipe de Aconcagua;San Felipe;5701;-32,75393562;-70,73080278;0,963037217;Fósforo Total;53;343;DS90/2000 del MINSEGPRES
2019;CONSERVERA PENTZKE SA;92279000-0;CONSERVERA PENTZKE S.A.;160;;;;;;;Valparaíso;San Felipe de Aconcagua;San Felipe;5701;-32,75393562;-70,73080278;3,227184959;Hidrocarburos fijos;59;343;DS90/2000 del MINSEGPRES
2019;CONSERVERA PENTZKE SA;92279000-0;CONSERVERA PENTZKE S.A.;160;;;;;;;Valparaíso;San Felipe de Aconcagua;San Felipe;5701;-32,75393562;-70,73080278;0,033655738;Hierro / hierro disuelto;64;343;DS90/2000 del MINSEGPRES
2019;CONSERVERA PENTZKE SA;92279000-0;CONSERVERA PENTZKE S.A.;160;;;;;Gestores de residuos;;Valparaíso;San Felipe de Aconcagua;San Felipe;5701;-32,75393562;-70,73080278;7,671421343;Nitrógeno Total Kjeldahl;78;343;DS90/2000 del MINSEGPRES
2019;CONSERVERA PENTZKE SA;92279000-0;CONSERVERA PENTZKE S.A.;160;;;;;Gestores de residuos;;Valparaíso;San Felipe de Aconcagua;San Felipe;5701;-32,75393562;-70,73080278;5,416540624;Sólidos suspendidos totales;101;343;DS90/2000 del MINSEGPRES
2019;CONSORCIO SANTA MARTA S A;96828810-5;RELLENO SANITARIO SANTA MARTA;97614;Tratamiento y eliminación de desechos no peligrosos;E3821;Tratamiento y eliminación de desechos no peligrosos;E382100;Gestores de residuos;15;Metropolitana ;Talagante;Talagante;13601;-33,69717142;-70,80253236;0,8847212;Aceites y grasas;2;762;DS90/2000 del MINSEGPRES
2019;CONSORCIO SANTA MARTA S A;96828810-5;RELLENO SANITARIO SANTA MARTA;97614;Tratamiento y eliminación de desechos no peligrosos;E3821;Tratamiento y eliminación de desechos no peligrosos;E382100;Gestores de residuos;15;Metropolitana ;Talagante;Talagante;13601;-33,69717142;-70,80253236;0,028327249;Aluminio;5;762;DS90/2000 del MINSEGPRES
2019;CONSORCIO SANTA MARTA S A;96828810-5;RELLENO SANITARIO SANTA MARTA;97614;Tratamiento y eliminación de desechos no peligrosos;E3821;Tratamiento y eliminación de desechos no peligrosos;E382100;Gestores de residuos;15;Metropolitana ;Talagante;Talagante;13601;-33,69717142;-70,80253236;0,001555623;Arsénico;6;762;DS90/2000 del MINSEGPRES
2019;CONSORCIO SANTA MARTA S A;96828810-5;RELLENO SANITARIO SANTA MARTA;97614;Tratamiento y eliminación de desechos no peligrosos;E3821;Tratamiento y eliminación de desechos no peligrosos;E382100;Gestores de residuos;15;Metropolitana ;Talagante;Talagante;13601;-33,69717142;-70,80253236;0,078444872;Boro;11;762;DS90/2000 del MINSEGPRES
2019;CONSORCIO SANTA MARTA S A;96828810-5;RELLENO SANITARIO SANTA MARTA;97614;Tratamiento y eliminación de desechos no peligrosos;E3821;Tratamiento y eliminación de desechos no peligrosos;E382100;Gestores de residuos;15;Metropolitana ;Talagante;Talagante;13601;-33,69717142;-70,80253236;0,000647253;Cadmio;14;762;DS90/2000 del MINSEGPRES
2019;CONSORCIO SANTA MARTA S A;96828810-5;RELLENO SANITARIO SANTA MARTA;97614;Tratamiento y eliminación de desechos no peligrosos;E3821;Tratamiento y eliminación de desechos no peligrosos;E382100;Gestores de residuos;15;Metropolitana ;Talagante;Talagante;13601;-33,69717142;-70,80253236;0,001746514;Cianuro;18;762;DS90/2000 del MINSEGPRES
2019;CONSORCIO SANTA MARTA S A;96828810-5;RELLENO SANITARIO SANTA MARTA;97614;Tratamiento y eliminación de desechos no peligrosos;E3821;Tratamiento y eliminación de desechos no peligrosos;E382100;Gestores de residuos;15;Metropolitana ;Talagante;Talagante;13601;-33,69717142;-70,80253236;46,11415578;Cloruros;23;762;DS90/2000 del MINSEGPRES
2019;CONSORCIO SANTA MARTA S A;96828810-5;RELLENO SANITARIO SANTA MARTA;97614;Tratamiento y eliminación de desechos no peligrosos;E3821;Tratamiento y eliminación de desechos no peligrosos;E382100;Gestores de residuos;15;Metropolitana ;Talagante;Talagante;13601;-33,69717142;-70,80253236;0,001135948;Cobre;24;762;DS90/2000 del MINSEGPRES
2019;CONSORCIO SANTA MARTA S A;96828810-5;RELLENO SANITARIO SANTA MARTA;97614;Tratamiento y eliminación de desechos no peligrosos;E3821;Tratamiento y eliminación de desechos no peligrosos;E382100;Gestores de residuos;15;Metropolitana ;Talagante;Talagante;13601;-33,69717142;-70,80253236;0,001749341;Cromo hexavalente;36;762;DS90/2000 del MINSEGPRES
2019;CONSORCIO SANTA MARTA S A;96828810-5;RELLENO SANITARIO SANTA MARTA;97614;Tratamiento y eliminación de desechos no peligrosos;E3821;Tratamiento y eliminación de desechos no peligrosos;E382100;Gestores de residuos;15;Metropolitana ;Talagante;Talagante;13601;-33,69717142;-70,80253236;0,01780999;Fluoruros;52;762;DS90/2000 del MINSEGPRES
2019;CONSORCIO SANTA MARTA S A;96828810-5;RELLENO SANITARIO SANTA MARTA;97614;Tratamiento y eliminación de desechos no peligrosos;E3821;Tratamiento y eliminación de desechos no peligrosos;E382100;Gestores de residuos;15;Metropolitana ;Talagante;Talagante;13601;-33,69717142;-70,80253236;0,13244814;Fósforo Total;53;762;DS90/2000 del MINSEGPRES
2019;CONSORCIO SANTA MARTA S A;96828810-5;RELLENO SANITARIO SANTA MARTA;97614;Tratamiento y eliminación de desechos no peligrosos;E3821;Tratamiento y eliminación de desechos no peligrosos;E382100;Gestores de residuos;15;Metropolitana ;Talagante;Talagante;13601;-33,69717142;-70,80253236;0,3042094;Hidrocarburos fijos;59;762;DS90/2000 del MINSEGPRES
2019;CONSORCIO SANTA MARTA S A;96828810-5;RELLENO SANITARIO SANTA MARTA;97614;Tratamiento y eliminación de desechos no peligrosos;E3821;Tratamiento y eliminación de desechos no peligrosos;E382100;Gestores de residuos;15;Metropolitana ;Talagante;Talagante;13601;-33,69717142;-70,80253236;0,032818255;Hierro / hierro disuelto;64;762;DS90/2000 del MINSEGPRES
2019;CONSORCIO SANTA MARTA S A;96828810-5;RELLENO SANITARIO SANTA MARTA;97614;Tratamiento y eliminación de desechos no peligrosos;E3821;Tratamiento y eliminación de desechos no peligrosos;E382100;Gestores de residuos;15;Metropolitana ;Talagante;Talagante;13601;-33,69717142;-70,80253236;0,000637945;Índice de fenol;65;762;DS90/2000 del MINSEGPRES
2019;CONSORCIO SANTA MARTA S A;96828810-5;RELLENO SANITARIO SANTA MARTA;97614;Tratamiento y eliminación de desechos no peligrosos;E3821;Tratamiento y eliminación de desechos no peligrosos;E382100;Gestores de residuos;15;Metropolitana ;Talagante;Talagante;13601;-33,69717142;-70,80253236;0,021741111;Manganeso;66;762;DS90/2000 del MINSEGPRES
2019;CONSORCIO SANTA MARTA S A;96828810-5;RELLENO SANITARIO SANTA MARTA;97614;Tratamiento y eliminación de desechos no peligrosos;E3821;Tratamiento y eliminación de desechos no peligrosos;E382100;Gestores de residuos;15;Metropolitana ;Talagante;Talagante;13601;-33,69717142;-70,80253236;0,0000306;Mercurio;67;762;DS90/2000 del MINSEGPRES
2019;CONSORCIO SANTA MARTA S A;96828810-5;RELLENO SANITARIO SANTA MARTA;97614;Tratamiento y eliminación de desechos no peligrosos;E3821;Tratamiento y eliminación de desechos no peligrosos;E382100;Gestores de residuos;15;Metropolitana ;Talagante;Talagante;13601;-33,69717142;-70,80253236;0,001701679;Molibdeno;72;762;DS90/2000 del MINSEGPRES
2019;CONSORCIO SANTA MARTA S A;96828810-5;RELLENO SANITARIO SANTA MARTA;97614;Tratamiento y eliminación de desechos no peligrosos;E3821;Tratamiento y eliminación de desechos no peligrosos;E382100;Gestores de residuos;15;Metropolitana ;Talagante;Talagante;13601;-33,69717142;-70,80253236;0,002672217;Níquel;75;762;DS90/2000 del MINSEGPRES
2019;CONSORCIO SANTA MARTA S A;96828810-5;RELLENO SANITARIO SANTA MARTA;97614;Tratamiento y eliminación de desechos no peligrosos;E3821;Tratamiento y eliminación de desechos no peligrosos;E382100;Gestores de residuos;15;Metropolitana ;Talagante;Talagante;13601;-33,69717142;-70,80253236;6,014605333;Nitrógeno Total Kjeldahl;78;762;DS90/2000 del MINSEGPRES
2019;CONSORCIO SANTA MARTA S A;96828810-5;RELLENO SANITARIO SANTA MARTA;97614;Tratamiento y eliminación de desechos no peligrosos;E3821;Tratamiento y eliminación de desechos no peligrosos;E382100;Gestores de residuos;15;Metropolitana ;Talagante;Talagante;13601;-33,69717142;-70,80253236;0,000262543;Pentaclorofenol / PCP;81;762;DS90/2000 del MINSEGPRES
2019;CONSORCIO SANTA MARTA S A;96828810-5;RELLENO SANITARIO SANTA MARTA;97614;Tratamiento y eliminación de desechos no peligrosos;E3821;Tratamiento y eliminación de desechos no peligrosos;E382100;Gestores de residuos;15;Metropolitana ;Talagante;Talagante;13601;-33,69717142;-70,80253236;0,001749341;Plomo;84;762;DS90/2000 del MINSEGPRES
2019;CONSORCIO SANTA MARTA S A;96828810-5;RELLENO SANITARIO SANTA MARTA;97614;Tratamiento y eliminación de desechos no peligrosos;E3821;Tratamiento y eliminación de desechos no peligrosos;E382100;Gestores de residuos;15;Metropolitana ;Talagante;Talagante;13601;-33,69717142;-70,80253236;0,0000873;Selenio;99;762;DS90/2000 del MINSEGPRES
2019;CONSORCIO SANTA MARTA S A;96828810-5;RELLENO SANITARIO SANTA MARTA;97614;Tratamiento y eliminación de desechos no peligrosos;E3821;Tratamiento y eliminación de desechos no peligrosos;E382100;Gestores de residuos;15;Metropolitana ;Talagante;Talagante;13601;-33,69717142;-70,80253236;1,55780559;Sólidos suspendidos totales;101;762;DS90/2000 del MINSEGPRES
2019;CONSORCIO SANTA MARTA S A;96828810-5;RELLENO SANITARIO SANTA MARTA;97614;Tratamiento y eliminación de desechos no peligrosos;E3821;Tratamiento y eliminación de desechos no peligrosos;E382100;Gestores de residuos;15;Metropolitana ;Talagante;Talagante;13601;-33,69717142;-70,80253236;18,3121444;Sulfatos;106;762;DS90/2000 del MINSEGPRES
2019;CONSORCIO SANTA MARTA S A;96828810-5;RELLENO SANITARIO SANTA MARTA;97614;Tratamiento y eliminación de desechos no peligrosos;E3821;Tratamiento y eliminación de desechos no peligrosos;E382100;Gestores de residuos;15;Metropolitana ;Talagante;Talagante;13601;-33,69717142;-70,80253236;0,01311299;Sulfuros;107;762;DS90/2000 del MINSEGPRES
